,Facility Number,School Type,School District or Name,Facility Address,Age Group,MMR Vaccination Rate,County
1290,123468603,,Marlborough El Sch,1450 Gravel Pike,Kindergarten,99.15,Montgomery
1291,123465602,,Marshall Street El Sch,1525 W Marshall St,Kindergarten,94.23,Montgomery
1292,300464050,,Martin Luther School,512 W Twp Line Road,7th Grade,97.3,Montgomery
1293,223460005,,Mary Mother of the Redeemer School,1321 Upper State Road,Kindergarten,100.0,Montgomery
1294,223460005,,Mary Mother of the Redeemer School,1321 Upper State Road,7th Grade,100.0,Montgomery
1295,223469002,,Mater Dei Catholic School,493 E. Main Street,Kindergarten,88.24,Montgomery
1296,223469002,,Mater Dei Catholic School,493 E. Main Street,7th Grade,100.0,Montgomery
1297,123460302,,McKinley Sch,370 Cedar Rd,Kindergarten,96.43,Montgomery
1298,123464502,,Merion El Sch,549 S Bowman Ave,Kindergarten,97.87,Montgomery
1299,223464302,,Merion Mercy Academy,511 Montgomery Ave,12th Grade,100.0,Montgomery
1300,123465303,,Methacton HS,1005 Kriebel Mill Road,12th Grade,98.97,Montgomery
1301,223464502,,Miquon School,2025 Harts Lane,Kindergarten,100.0,Montgomery
1302,123465702,,Montgomery El Sch,1221 Stump Rd,Kindergarten,97.5,Montgomery
1303,223464702,,Mother Teresa Regional Catholic School,405 Allendale Rd,Kindergarten,95.83,Montgomery
1304,223464802,,Mount Saint Joseph Academy,120 W Wissahickon Ave,12th Grade,100.0,Montgomery
1305,123464603,,Murray Avenue Sch,2551 Murray Ave,7th Grade,100.0,Montgomery
1306,123461302,,Myers El Sch,7609 Montgomery Ave,Kindergarten,96.72,Montgomery
1307,123465602,,Norristown Area HS,1900 Eagle Dr,12th Grade,99.34,Montgomery
1308,123465702,,North Penn SHS,1340 S Valley Forge Rd,12th Grade,98.44,Montgomery
1309,123465702,,North Wales El Sch,201 Summit St,Kindergarten,98.15,Montgomery
1310,123465702,,Oak Park El Sch,500 Squirrel Ln,Kindergarten,100.0,Montgomery
1311,123467103,,Oak Ridge El Sch,465 Moyer Rd,Kindergarten,100.0,Montgomery
1312,123467303,,Oaks El Sch,325 Oaks School Dr,Kindergarten,95.51,Montgomery
1313,223467352,,Our Lady of Mercy Regional Catholic School,29 Conwell Dr,Kindergarten,100.0,Montgomery
1314,223467352,,Our Lady of Mercy Regional Catholic School,29 Conwell Dr,7th Grade,100.0,Montgomery
1315,123460302,,Overlook Sch,1750 Edge Hill Rd,Kindergarten,93.1,Montgomery
1316,300466670,,Pathway School,162 Egypt Rd,7th Grade,100.0,Montgomery
1317,123465602,,Paul V Fly El Sch,2920 Potshop Rd,Kindergarten,98.77,Montgomery
1318,123464502,,Penn Valley Sch,301 Righters Mill Rd,Kindergarten,92.73,Montgomery
1319,123464502,,Penn Wynne Sch,250 Haverford Rd,Kindergarten,100.0,Montgomery
1320,123465702,,Pennbrook MS,1201 East Walnut Street,7th Grade,97.95,Montgomery
1321,123465702,,Penndale MS,400 Penn St,7th Grade,99.25,Montgomery
1322,123465702,,Pennfield MS,726 Forty Foot Rd,7th Grade,99.37,Montgomery
1323,123460001,,Pennsylvania Virtual CS,630 Park Avenue,Kindergarten,81.99,Montgomery
1324,123460001,,Pennsylvania Virtual CS,630 Park Avenue,7th Grade,91.32,Montgomery
1325,123460001,,Pennsylvania Virtual CS,630 Park Avenue,12th Grade,94.2,Montgomery
1326,223465502,,Perkiomen School,200 Seminary Street,12th Grade,99.16,Montgomery
1327,123466103,,Perkiomen Valley HS,509 Gravel Rd,12th Grade,99.33,Montgomery
1328,123466103,,Perkiomen Valley MS-East,100 Kagey Rd,7th Grade,98.11,Montgomery
1329,123466103,,Perkiomen Valley MS-West,200 Big Road,7th Grade,98.34,Montgomery
1330,223465712,,Philadelphia Montgomery Christian Academy,35 Hillcrest Ave,Kindergarten,100.0,Montgomery
1331,223465712,,Philadelphia Montgomery Christian Academy,35 Hillcrest Ave,7th Grade,92.59,Montgomery
1332,123464603,,Pine Road El Sch,3737 Pine Rd,Kindergarten,96.2,Montgomery
1333,123461602,,Plymouth El Sch,542 Plymouth Rd,Kindergarten,96.53,Montgomery
1334,123461602,,Plymouth-Whitemarsh SHS,201 E Germantown Pike,12th Grade,99.12,Montgomery
1335,223460602,,Pope John Paul II High School,181 Rittenhouse Road,12th Grade,100.0,Montgomery
1336,123466303,,Pottsgrove MS,1351 North Hanover Street,7th Grade,99.53,Montgomery
1337,123466303,,Pottsgrove SHS,1345 Kauffman Rd,12th Grade,97.68,Montgomery
1338,123466403,,Pottstown MS,600 N Franklin St,7th Grade,98.88,Montgomery
1339,123466403,,Pottstown SHS,750 N Washington St,12th Grade,97.5,Montgomery
1340,223460019,,Queen of Angels Regional Catholic School,401 N. Easton Road,Kindergarten,100.0,Montgomery
1341,223460019,,Queen of Angels Regional Catholic School,401 N. Easton Road,7th Grade,100.0,Montgomery
1342,300467630,,R&R Perelman Jewish D S-Stern,49 Haverford Rd,Kindergarten,71.43,Montgomery
1343,123465602,,Ray S. Musselman Learning Center,1020 Sandy Street,Kindergarten,94.94,Montgomery
1344,123461602,,Ridge Park El Sch,200 Karrs Lane,Kindergarten,96.4,Montgomery
1345,123466303,,Ringing Rocks El Sch,1401 Kauffman Rd,Kindergarten,97.83,Montgomery
1346,300463010,,Robert J Wilf Preschool & Kindergarten,45 Haverford Rd,Kindergarten,100.0,Montgomery
1347,123468402,,Roberts El Sch,889 Croton Road,Kindergarten,98.11,Montgomery
1348,123465602,,Roosevelt Campus of the Norristown Area HS,1161 Markley St,12th Grade,100.0,Montgomery
1349,123460302,,Roslyn Sch,2565 Susquehanna Rd,Kindergarten,98.61,Montgomery
1350,123467303,,Royersford El Sch,450 Spring St,Kindergarten,93.65,Montgomery
1351,123466403,,Rupert El Sch,1230 South St,Kindergarten,98.63,Montgomery
1352,123460302,,Rydal El Sch,1160 Huntingdon Pike,Kindergarten,98.0,Montgomery
1353,123467103,,Salford Hills El Sch,2721 Barndt Rd,Kindergarten,98.39,Montgomery
1354,123468303,,Sandy Run MS,520 Twining Rd,7th Grade,99.1,Montgomery
1355,123466103,,Schwenksville El Sch,55 2nd Street,Kindergarten,98.51,Montgomery
1356,123469303,,Shady Grove El Sch,351 W Skippack Pike,Kindergarten,97.17,Montgomery
1357,223469502,,Shipley School,814 Yarrow Street,7th Grade,98.36,Montgomery
1358,223469502,,Shipley School,814 Yarrow Street,12th Grade,100.0,Montgomery
1359,223460390,,Shipley School Lower Campus,814 Yarrow Street,Kindergarten,96.15,Montgomery
1360,123463603,,Simmons El Sch,411 Babylon Rd,Kindergarten,91.18,Montgomery
1361,123466103,,Skippack El Sch,4081 Heckler Rd,Kindergarten,100.0,Montgomery
1362,123467103,,Souderton Area HS,625 Lower Road,12th Grade,96.83,Montgomery
1363,123463370,,Souderton CS Collaborative,110 E Broad Street,7th Grade,92.31,Montgomery
1364,123466103,,South El Sch,200 E 3rd Ave,Kindergarten,98.41,Montgomery
1365,123467303,,Spring City El Sch,190 Wall Street,Kindergarten,100.0,Montgomery
1366,123467303,,Spring-Ford MS 7th Grade Ctr,833 South Lewis Road,7th Grade,99.85,Montgomery
1367,123467303,,Spring-Ford SHS 9-12 Ctr,350 S Lewis Rd,12th Grade,96.61,Montgomery
1368,123467203,,Springfield Twp El Sch-Enfield,300 Montgomery Ave,Kindergarten,98.99,Montgomery
1369,123467203,,Springfield Twp HS,1801 E Paper Mill Rd,12th Grade,96.83,Montgomery
1370,123467203,,Springfield Twp MS,1901A E Paper Mill Rd,7th Grade,98.63,Montgomery
1371,223467312,,St Aloysius,844 N Keim Street,Kindergarten,95.24,Montgomery
1372,223467312,,St Aloysius,844 N Keim Street,7th Grade,100.0,Montgomery
1373,223467702,,St Francis of Assisi School,601 Buttonwood St,7th Grade,100.0,Montgomery
1374,223467802,,St Genevieve School,1237 Bethlehem Pike,Kindergarten,92.59,Montgomery
1375,223467802,,St Genevieve School,1237 Bethlehem Pike,7th Grade,96.97,Montgomery
1376,223467902,,St Helena School,1499 DeKalb Pike,Kindergarten,97.62,Montgomery
1377,223467902,,St Helena School,1499 DeKalb Pike,7th Grade,100.0,Montgomery
1378,223467952,,St Hilary of Poiters School,920 Susquehanna Rd,Kindergarten,100.0,Montgomery
1379,223467952,,St Hilary of Poiters School,920 Susquehanna Rd,7th Grade,100.0,Montgomery
1380,223468302,,St Luke the Evangelist School,2336 Fairhill Ave,Kindergarten,96.67,Montgomery
1381,223468302,,St Luke the Evangelist School,2336 Fairhill Ave,7th Grade,100.0,Montgomery
1382,223468362,,St Margaret School,227 N Narberth Ave,Kindergarten,97.5,Montgomery
1383,223468362,,St Margaret School,227 N Narberth Ave,7th Grade,100.0,Montgomery
1384,223468452,,St Mary School,40 Spring Mount Rd,Kindergarten,93.33,Montgomery
1385,223468452,,St Mary School,40 Spring Mount Rd,7th Grade,91.67,Montgomery
1386,223468852,,St Philip Neri School,3015 Chestnut St,Kindergarten,92.98,Montgomery
1387,223468852,,St Philip Neri School,3015 Chestnut St,7th Grade,96.15,Montgomery
1388,223468752,,St Teresa of Calcutta,256 Swamp Pike,Kindergarten,100.0,Montgomery
1389,223468752,,St Teresa of Calcutta,256 Swamp Pike,7th Grade,100.0,Montgomery
1390,123469303,,Stony Creek El Sch,1721 Yost Rd,Kindergarten,99.01,Montgomery
1391,300467840,,Temple Beth Hillel Nursery Sch,1001 Remington Rd,Kindergarten,95.24,Montgomery
1392,223469512,,Torah Academy of Greater Philadelphia,742 Argyle Road,Kindergarten,87.5,Montgomery
1393,223469512,,Torah Academy of Greater Philadelphia,742 Argyle Road,7th Grade,100.0,Montgomery
1394,123468303,,Upper Dublin HS,800 Loch Alsh Ave,12th Grade,99.38,Montgomery
1395,123468402,,Upper Merion HS,465 Crossfield Rd,12th Grade,98.61,Montgomery
1396,123468402,,Upper Merion MS,450 Keebler Road,7th Grade,98.78,Montgomery
1397,123468503,,Upper Moreland El Sch,3980 Orangemans Rd,Kindergarten,98.15,Montgomery
1398,123468503,,Upper Moreland HS,3000 Terwood Road,12th Grade,99.56,Montgomery
1399,123468503,,Upper Moreland MS,4000 Orangemans Road,7th Grade,98.55,Montgomery
1400,123468603,,Upper Perkiomen HS,2 Walt Rd,12th Grade,97.44,Montgomery
1401,123468603,,Upper Perkiomen MS,901 Montgomery Ave,7th Grade,98.33,Montgomery
1402,123467303,,Upper Providence El Sch,833 South Lewis Rd Bldg 3,Kindergarten,96.23,Montgomery
1403,223469562,,Valley Forge Baptist Academy,616 S Trappe Rd,Kindergarten,80.65,Montgomery
1404,123467103,,Vernfield El Sch,960 Long Mill Road,Kindergarten,100.0,Montgomery
1405,223469552,,Visitation BVM School,190 North Trooper Road,Kindergarten,100.0,Montgomery
1406,223469552,,Visitation BVM School,190 North Trooper Road,7th Grade,100.0,Montgomery
1407,223469602,,Waldron Mercy Academy,513 Montgomery Ave,Kindergarten,97.14,Montgomery
1408,223469602,,Waldron Mercy Academy,513 Montgomery Ave,7th Grade,93.94,Montgomery
1409,123465702,,Walton Farm El Sch,1610 Allentown Rd,Kindergarten,100.0,Montgomery
1410,123464502,,Welsh Valley MS,325 Tower Lane,7th Grade,99.52,Montgomery
1411,123467103,,West Broad Street El Sch,342 W Broad St,Kindergarten,92.54,Montgomery
1412,123466303,,West Pottsgrove El Sch,25 Grosstown Rd,Kindergarten,96.7,Montgomery
1413,300468130,,Wetherill School,1321 Beaumont Dr,Kindergarten,100.0,Montgomery
1414,123465602,,Whitehall El Sch,399 N Whitehall Rd,Kindergarten,96.3,Montgomery
1415,123461602,,Whitemarsh El Sch,4120 Joshua Rd,Kindergarten,96.15,Montgomery
1416,123460302,,Willow Hill Sch,1700 Coolidge Avenue,Kindergarten,96.0,Montgomery
1417,123469303,,Wissahickon MS,500 Houston Rd,7th Grade,98.48,Montgomery
1418,123469303,,Wissahickon SHS,521 Houston Rd,12th Grade,98.83,Montgomery
1419,123465303,,Woodland El Sch,2700 Woodland Ave,Kindergarten,95.51,Montgomery
1420,123465303,,Worcester El Sch,3017 Skippack Pike,Kindergarten,96.0,Montgomery
1421,123461302,,Wyncote El Sch,333 Rices Mill Road,Kindergarten,91.94,Montgomery
1422,223464692,,Wyndcroft School,415 Rosedale Drive,7th Grade,100.0,Montgomery
1423,123465702,,York Avenue El Sch,700 York Ave,Kindergarten,96.77,Montgomery
1424,126515001,,Academy at Palumbo,1100 Catharine St,12th Grade,100.0,Philadelphia
1425,126510015,,Ad Prima CS,Administrative Office,Kindergarten,91.67,Philadelphia
1426,126515001,,Adaire Alexander Sch,1300 E Palmer St,Kindergarten,100.0,Philadelphia
1427,126515001,,Adaire Alexander Sch,1300 E Palmer St,7th Grade,100.0,Philadelphia
1428,126515001,,Allen Dr Ethel Sch,3200 W Lehigh Ave,Kindergarten,97.67,Philadelphia
1429,126515001,,Allen Dr Ethel Sch,3200 W Lehigh Ave,7th Grade,100.0,Philadelphia
1430,126515001,,Allen Ethan Sch,6329 Battersby St,Kindergarten,98.89,Philadelphia
1431,126515001,,Allen Ethan Sch,6329 Battersby St,7th Grade,98.99,Philadelphia
1432,126512990,,Alliance for Progress CS,1821-39 Cecil B Moore Avenue,Kindergarten,92.41,Philadelphia
1433,126512990,,Alliance for Progress CS,1821-39 Cecil B Moore Avenue,7th Grade,100.0,Philadelphia
1434,126515001,,Amy At Martin,3380 Richmond St,7th Grade,100.0,Philadelphia
1435,126515001,,Amy NW,6000 Ridge Ave,7th Grade,100.0,Philadelphia
1436,126515001,,Anderson Add B Sch,1034 S 60th St,Kindergarten,97.44,Philadelphia
1437,126515001,,Anderson Add B Sch,1034 S 60th St,7th Grade,97.78,Philadelphia
1438,104510394,,Antonia Pantoja Community CS,4101 North American Street,Kindergarten,93.41,Philadelphia
1439,104510394,,Antonia Pantoja Community CS,4101 North American Street,7th Grade,100.0,Philadelphia
1440,226510452,,Archbishop Ryan High School,11201 Academy Rd,12th Grade,100.0,Philadelphia
1441,126515001,,Arts Academy at Benjamin Rush,11081 Knights Rd,12th Grade,99.3,Philadelphia
1442,181519176,,ASPIRA Bilingual Cyber CS,6301 N. 2nd Street,Kindergarten,92.0,Philadelphia
1443,181519176,,ASPIRA Bilingual Cyber CS,6301 N. 2nd Street,7th Grade,95.12,Philadelphia
1444,181519176,,ASPIRA Bilingual Cyber CS,6301 N. 2nd Street,12th Grade,94.67,Philadelphia
1445,126515001,,Bache-Martin Sch,2201 Brown St,Kindergarten,98.55,Philadelphia
1446,126515001,,Bache-Martin Sch,2201 Brown St,7th Grade,97.62,Philadelphia
1447,126515001,,Baldi C C A MS,8801 Verree Rd,7th Grade,95.31,Philadelphia
1448,126515001,,Barry Comm John Sch,5900 Race St.,Kindergarten,90.0,Philadelphia
1449,126515001,,Barry Comm John Sch,5900 Race St.,7th Grade,86.79,Philadelphia
1450,126515001,,Barton Clara Sch,4600 Rosehill St,Kindergarten,98.17,Philadelphia
1451,126515001,,Bartram John - Main,2401 S 67th St,12th Grade,95.5,Philadelphia
1452,126510010,,Belmont CS,"1630 Locust Street, 3rd Floor",Kindergarten,92.94,Philadelphia
1453,126510010,,Belmont CS,"1630 Locust Street, 3rd Floor",7th Grade,97.14,Philadelphia
1454,126510010,,Belmont CS,"1630 Locust Street, 3rd Floor",12th Grade,98.61,Philadelphia
1455,126515001,,Bethune Mary McLeod Sch,3301 Old York Rd,Kindergarten,94.87,Philadelphia
1456,126515001,,Bethune Mary McLeod Sch,3301 Old York Rd,7th Grade,100.0,Philadelphia
1457,126515001,,Blaine James G Sch,3001 W Berks St,Kindergarten,91.43,Philadelphia
1458,126515001,,Blaine James G Sch,3001 W Berks St,7th Grade,100.0,Philadelphia
1459,126515001,,Blankenburg Rudolph Sch,4600 W Girard Ave,Kindergarten,96.15,Philadelphia
1460,126515001,,Blankenburg Rudolph Sch,4600 W Girard Ave,7th Grade,100.0,Philadelphia
1461,126515001,,Bodine William W HS,1101 N 4th St,12th Grade,100.0,Philadelphia
1462,185515523,,Boys Latin of Philadelphia CS,5501 Cedar Avenue,7th Grade,95.96,Philadelphia
1463,185515523,,Boys Latin of Philadelphia CS,5501 Cedar Avenue,12th Grade,98.77,Philadelphia
1464,126515001,,Bregy F Amedee Sch,1700 Bigler St,Kindergarten,100.0,Philadelphia
1465,126515001,,Bregy F Amedee Sch,1700 Bigler St,7th Grade,100.0,Philadelphia
1466,126515001,,Bridesburg Sch,2824 Jenks St,Kindergarten,100.0,Philadelphia
1467,126515001,,Bridesburg Sch,2824 Jenks St,7th Grade,100.0,Philadelphia
1468,126515001,,Brown Henry A Sch,1946 E Sergeant St,Kindergarten,95.24,Philadelphia
1469,126515001,,Brown Henry A Sch,1946 E Sergeant St,7th Grade,92.31,Philadelphia
1470,126515001,,Brown Joseph H Sch,3600 Stanwood St,Kindergarten,84.75,Philadelphia
1471,126515001,,Brown Joseph H Sch,3600 Stanwood St,7th Grade,100.0,Philadelphia
1472,126515001,,Bryant William C Sch,6001 Cedar Ave,Kindergarten,92.68,Philadelphia
1473,126515001,,Bryant William C Sch,6001 Cedar Ave,7th Grade,87.18,Philadelphia
1474,126515001,,Building 21,6501 Limekiln Pike,12th Grade,98.61,Philadelphia
1475,226510732,,Calvary Christian Academy,13500 Philmont Ave,Kindergarten,71.67,Philadelphia
1476,226510732,,Calvary Christian Academy,13500 Philmont Ave,7th Grade,91.36,Philadelphia
1477,226510732,,Calvary Christian Academy,13500 Philmont Ave,12th Grade,93.33,Philadelphia
1478,126515001,,Carnell Laura H Sch,1100 Devereaux St,Kindergarten,95.0,Philadelphia
1479,126515001,,Carver HS,1600 W Norris St,12th Grade,100.0,Philadelphia
1480,126515001,,Castor Gardens MS,1800 Cottman Ave,7th Grade,97.96,Philadelphia
1481,126515001,,Catharine Joseph Sch,6600 Chester Ave,Kindergarten,98.48,Philadelphia
1482,126515001,,Cayuga School,4344-4358 N 5th St,Kindergarten,100.0,Philadelphia
1483,226510912,,Cedar Grove Chr Acad Lower Sch,6445 Bingham Street,Kindergarten,84.85,Philadelphia
1484,226510912,,Cedar Grove Chr Acad Lower Sch,6445 Bingham Street,7th Grade,96.67,Philadelphia
1485,126515001,,Central HS,1700 W Olney Ave,12th Grade,99.82,Philadelphia
1486,126515001,,Childs George W Sch,1599 Wharton St,Kindergarten,97.5,Philadelphia
1487,126515001,,Childs George W Sch,1599 Wharton St,7th Grade,100.0,Philadelphia
1488,226511102,,Christ the King School,3205 Chesterfield Road,7th Grade,100.0,Philadelphia
1489,126513160,,Christopher Columbus CS,South Building,Kindergarten,100.0,Philadelphia
1490,126513160,,Christopher Columbus CS,South Building,7th Grade,100.0,Philadelphia
1491,226519094,,City School,910 N. 6th Street,7th Grade,97.14,Philadelphia
1492,226519094,,City School,910 N. 6th Street,12th Grade,100.0,Philadelphia
1493,126515001,,Clemente Roberto MS,122 W Erie Ave,7th Grade,98.63,Philadelphia
1494,126515001,,Comegys Benjamin B Sch,5100 Greenway Ave,Kindergarten,90.62,Philadelphia
1495,126515001,,Comegys Benjamin B Sch,5100 Greenway Ave,7th Grade,100.0,Philadelphia
1496,126515001,,Comly Watson Sch,1001 Byberry Rd,Kindergarten,88.79,Philadelphia
1497,126512840,,Community Academy of Philadelphia CS,1100 East Erie Ave,Kindergarten,97.1,Philadelphia
1498,126512840,,Community Academy of Philadelphia CS,1100 East Erie Ave,7th Grade,100.0,Philadelphia
1499,126512840,,Community Academy of Philadelphia CS,1100 East Erie Ave,12th Grade,100.0,Philadelphia
1500,126515001,,Constitution HS,18 S 7th St,12th Grade,100.0,Philadelphia
1501,126515001,,Conwell Russell MS,1849 E Clearfield St,7th Grade,100.0,Philadelphia
1502,126515001,,Cook-Wissahickon Sch,201 E Salaignac St,Kindergarten,92.5,Philadelphia
1503,126515001,,Cook-Wissahickon Sch,201 E Salaignac St,7th Grade,100.0,Philadelphia
1504,126515001,,Cooke Jay MS,1300 W Louden St,Kindergarten,83.33,Philadelphia
1505,126515001,,Cooke Jay MS,1300 W Louden St,7th Grade,100.0,Philadelphia
1506,126515001,,Cramp William Sch,3449 N Mascher St,Kindergarten,100.0,Philadelphia
1507,126515001,,Creative and Performing Arts,901 S Broad St,12th Grade,98.87,Philadelphia
1508,226510080,,Cristo Rey Philadelphia High School,1717 W Allegheny Ave,12th Grade,98.29,Philadelphia
1509,126515001,,Crossan Kennedy C Sch,7350 Bingham St,Kindergarten,94.92,Philadelphia
1510,126515001,,Day Anna B Sch,6324-42 Crittenden St.,Kindergarten,92.86,Philadelphia
1511,126515001,,Day Anna B Sch,6324-42 Crittenden St.,7th Grade,97.78,Philadelphia
1512,126515001,,DeBurgos Bilingual Magnet MS,401 W Lehigh Ave,Kindergarten,100.0,Philadelphia
1513,126515001,,DeBurgos Bilingual Magnet MS,401 W Lehigh Ave,7th Grade,91.95,Philadelphia
1514,126515001,,Decatur Stephen Sch,3500 Academy Rd,12th Grade,100.0,Philadelphia
1515,126516724,,Deep Roots CS,3556 Frankford Avenue,Kindergarten,89.13,Philadelphia
1516,126515001,,Dick William Sch,2498 W Diamond St,7th Grade,100.0,Philadelphia
1517,126510011,,Discovery CS,4700 Parkside,Kindergarten,91.76,Philadelphia
1518,126510011,,Discovery CS,4700 Parkside,7th Grade,100.0,Philadelphia
1519,126515001,,Disston Hamilton Sch,6801 Cottage St,Kindergarten,97.18,Philadelphia
1520,126515001,,Disston Hamilton Sch,6801 Cottage St,7th Grade,98.81,Philadelphia
1521,126515001,,Dobbins AVT HS,2150 West Lehigh Avenue,12th Grade,98.33,Philadelphia
1522,126515001,,Dobson James Sch,4667 Umbria St,Kindergarten,100.0,Philadelphia
